,PDB,DUD-e,Split
17079,4odn,False,train
17080,3luo,False,train
17081,4odl,False,val
17082,4rlu,False,train
17083,4rlw,False,train
17084,4rlt,False,train
17085,5h9r,False,train
17086,5h9p,False,train
17087,3wdd,False,train
17088,3wde,False,train
17089,6cn8,False,removed
17090,3wdc,False,train
17091,6nlj,False,test
17092,6ooy,False,test
17093,2az5,False,train
17094,6op0,False,test
17095,4twt,False,train
17096,6ooz,False,test
17097,1dg9,False,train
17098,1dzm,False,train
17099,1dzp,False,train
17100,1e06,False,train
17101,1dzj,False,train
17102,1e00,False,train
17103,1dzk,False,train
17104,1e02,False,train
17105,1gu1,False,train
17106,1v1j,False,train
17107,2fqt,False,train
17108,2fqo,False,train
17109,2lbv,False,train
17110,3alt,False,train
17111,3brn,False,train
17112,3cgy,False,train
17113,4dx9,False,train
17114,4fht,False,train
17115,6ffe,False,test
17116,4mr6,False,train
17117,4mr5,False,train
17118,4j1p,False,train
17119,4qew,False,val
17120,6moa,False,test
17121,5dw1,False,train
17122,6ffg,False,test
17123,6fff,False,test
17124,5ek9,False,train
17125,4uyg,False,train
17126,4qev,False,train
17127,5u6v,False,train
17128,6k04,False,test
17129,6e6j,False,test
17130,5f6v,False,train
17131,5f6d,False,train
17132,5f6u,False,train
17133,6r7d,False,test
17134,1ws1,False,train
17135,2a29,False,train
17136,2wq4,False,train
17137,5f8y,False,train
17138,5f90,False,train
17139,5hbn,False,removed
17140,1hiy,False,val
17141,1s5z,False,train
17142,4cp5,False,train
17143,1mn9,False,train
17144,1bux,False,train
17145,1gui,False,train
17146,2flh,False,train
17147,4psb,False,train
17148,2l65,False,train
17149,1adl,True,train
17150,2ans,True,train
17151,3hk1,True,train
17152,1g74,True,train
17153,2qm9,True,train
17154,4oef,False,train
17155,4oeg,False,train
17156,4oee,False,train
17157,3v3l,False,train
17158,4qpl,False,train
17159,4z0u,False,train
17160,5duw,False,train
17161,3zxe,False,train
17162,5h9s,False,train
17163,5h9q,False,train
17164,5igl,False,train
17165,4g93,False,train
17166,5t2p,False,train
17167,6j10,False,removed
17168,5wre,False,train
17169,3ap7,False,train
17170,3ap4,False,removed
17171,5t7s,False,removed
17172,6ghv,False,removed
17173,6t1j,False,removed
17174,6t1l,False,removed
17175,6t1m,False,removed
17176,6t1i,False,removed
17177,6t1n,False,removed
17178,6t1o,False,removed
17179,6hpw,False,train
17180,6ht1,False,train
17181,6nwc,False,removed
17182,1bcj,False,train
17183,2dwx,False,train
17184,1om9,False,train
17185,3azb,False,val
17186,3aza,False,train
17187,3az8,False,train
17188,3az9,False,val
17189,3aqa,False,train
17190,4a9i,False,train
17191,6mo7,False,test
17192,6mo9,False,test
17193,4a9n,False,train
17194,6mo8,False,test
17195,4akn,False,train
17196,4a9m,False,val
17197,4alg,False,train
17198,4uyh,False,train
17199,6k05,False,test
17200,2yek,False,train
17201,2ydw,False,train
17202,4uyf,False,train
17203,4usi,False,removed
17204,3t2t,False,val
17205,3oy8,False,train
17206,3oyw,False,train
17207,4y24,False,train
17208,5bqg,False,train
17209,5t37,False,train
17210,4yl1,False,train
17211,5t36,False,train
17212,4yk5,False,train
17213,4yl3,False,train
17214,4yl0,False,train
17215,5bqh,False,train
17216,5k0i,False,train
17217,5tl9,False,train
17218,5bqi,False,val
17219,5yy9,False,train
17220,6co4,False,train
17221,5v1y,False,train
17222,1gny,False,train
17223,1gwm,False,train
17224,1p4u,False,train
17225,1xsc,False,train
17226,2liq,False,train
17227,3ffu,False,removed
17228,3rdq,False,train
17229,3rdo,False,train
17230,6ajz,False,removed
17231,6ajx,False,removed
17232,6ajv,False,removed
17233,6ajy,False,removed
17234,4bjx,False,train
17235,4gwi,False,train
17236,4gxl,False,train
17237,4uyd,False,train
17238,4ym2,False,train
17239,2hrm,False,train
17240,1dud,False,train
17241,2hr6,False,train
17242,1s89,False,train
17243,1egh,False,train
17244,1ik4,False,train
17245,1ntv,False,train
17246,1ucn,False,removed
17247,2hmh,False,removed
17248,2lha,False,removed
17249,4v11,False,removed
17250,4jv8,False,train
17251,5x72,False,train
17252,4jv6,False,train
17253,5x73,False,train
17254,3t5i,False,train
17255,4jvb,False,train
17256,5ml2,False,train
17257,5ml8,False,train
17258,5e80,False,train
17259,5f2u,False,train
17260,5x74,False,train
17261,5e8f,False,train
17262,5ml4,False,train
17263,5ml6,False,train
17264,5ml3,False,train
17265,4fyh,False,train
17266,4kxm,False,train
17267,4p5d,False,train
17268,4kxn,False,train
17269,4kxl,False,train
17270,4jls,False,train
17271,4jit,False,val
17272,4p5e,False,train
17273,5y0x,False,train
17274,5d4a,False,train
17275,5y13,False,train
17276,1tou,False,train
17277,3fr4,False,train
17278,3fr2,False,train
17279,5y12,False,train
17280,1tow,False,train
17281,3fr5,False,train
17282,5y0f,False,train
17283,5y0g,False,train
17284,5d45,False,train
17285,5d47,False,train
17286,5edb,False,train
17287,2hnx,False,removed
17288,5d48,False,train
17289,5edc,False,train
17290,5hz6,False,train
17291,2nnq,True,train
17292,6m7h,False,test
17293,5j7j,False,train
17294,6eeb,False,test
17295,2lgf,False,val
17296,6o5g,False,test
17297,2llq,False,train
17298,2llo,False,train
17299,1ctr,False,train
17300,2mg5,False,train
17301,1xa5,False,train
17302,2w73,False,train
17303,2n27,False,train
17304,5nin,False,train
17305,3if7,False,train
17306,1qiw,False,train
17307,1iwq,False,train
17308,2ll7,False,train
17309,2ll6,False,train
17310,6p9e,False,removed
17311,2a0t,False,train
17312,1j4p,False,train
17313,1k3n,False,train
17314,2jqi,False,train
17315,1g6g,False,train
17316,1j4q,False,train
17317,1k3q,False,train
17318,1w1d,False,train
17319,1w1g,False,train
17320,2jql,False,train
17321,2l8r,False,train
17322,3bbf,False,removed
17323,3bbb,False,removed
17324,4b4q,False,val
17325,4uoh,False,removed
17326,4uof,False,train
17327,5umw,False,train
17328,1ulg,False,train
17329,1ule,False,train
17330,2o1c,False,train
17331,2y9g,False,removed
17332,3hyf,False,train
17333,3qio,False,train
17334,3qin,False,train
17335,3sxu,False,train
17336,4mrh,False,train
17337,4mrf,False,train
17338,4mre,False,train
17339,4np2,False,train
17340,4mrg,False,train
17341,4np3,False,train
17342,4mrd,False,train
17343,5kk8,False,removed
17344,1gu3,False,train
17345,1nu3,False,train
17346,5h21,False,train
17347,5lrq,False,train
17348,5wuu,False,train
17349,5vom,False,train
17350,6dl2,False,removed
17351,6c7r,False,train
17352,1vea,False,train
17353,2mlm,False,train
17354,3bu1,False,train
17355,5vnb,False,train
17356,1aku,False,train
17357,1c7e,False,train
17358,1akt,False,train
17359,1akw,False,train
17360,1azl,False,train
17361,1akr,False,train
17362,1akq,False,train
17363,1c7f,False,train
17364,1akv,False,train
17365,2loz,False,train
17366,4rrr,False,train
17367,3pd3,False,train
17368,3pd4,False,train
17369,3pd2,False,train
17370,4rrq,False,train
17371,3wzq,False,val
17372,3wzp,False,val
17373,3wzn,False,train
17374,3x00,False,train
17375,4g0z,False,removed
17376,4g0y,False,train
17377,4g0q,False,removed
17378,4g0p,False,train
17379,5ahw,False,train
17380,6gxy,False,removed
17381,6gxg,False,removed
17382,1dkd,False,train
17383,2kup,False,train
17384,3gf2,False,train
17385,3obq,False,train
17386,3obx,False,train
17387,3obu,False,val
17388,3p9h,False,train
17389,3uih,False,train
17390,3uec,False,train
17391,3ued,False,train
17392,3uef,False,train
17393,3uij,False,train
17394,3uik,False,val
17395,3uii,False,val
17396,3uig,False,train
17397,4a0j,False,train
17398,4mzk,False,train
17399,4mzl,False,train
17400,4mzj,False,train
17401,4aom,False,train
17402,4r1e,False,train
17403,5aip,False,train
17404,5btx,False,train
17405,5cyv,False,train
17406,2n7b,False,val
17407,2pql,False,train
17408,2xde,False,train
17409,3d9o,False,train
17410,3d9m,False,train
17411,3d9n,False,train
17412,3d9l,False,train
17413,3d9p,False,train
17414,3d9k,False,train
17415,3ivq,False,train
17416,6f8g,False,train
17417,3hqh,False,train
17418,6i41,False,test
17419,6i7a,False,test
17420,6i5p,False,test
17421,6i68,False,test
17422,3ivv,False,train
17423,5htl,False,train
17424,6c3u,False,train
17425,5wew,False,train
17426,5xg5,False,train
17427,1y2g,False,train
17428,1f47,False,train
17429,1y2f,False,train
17430,2hmw,False,train
17431,2hmu,False,train
17432,2hmv,False,removed
17433,2w3l,False,train
17434,2w47,False,train
17435,5kew,False,train
17436,5n2f,False,train
17437,5o45,False,train
17438,5o4y,False,val
17439,5n2d,False,val
17440,6rpg,False,test
17441,5wep,False,train
17442,5yz2,False,train
17443,5umx,False,train
17444,6bbx,False,train
17445,5umy,False,train
17446,6htn,False,removed
17447,1h6h,False,train
17448,2hw2,False,train
17449,4ozl,False,train
17450,4ozj,False,removed
17451,4ozn,False,train
17452,3clp,False,train
17453,4muv,False,removed
17454,2k0g,False,train
17455,2l0i,False,train
17456,5lvf,False,train
17457,5m9d,False,train
17458,4w5a,False,train
17459,3qlc,False,train
17460,3ql9,False,train
17461,2lbm,False,train
17462,4fcm,False,train
17463,4nnr,False,train
17464,5d7e,False,train
17465,6min,False,val
17466,6miq,False,train
17467,5iok,False,train
17468,5km9,False,train
17469,5km5,False,train
17470,2bmz,False,train
17471,2ndf,False,train
17472,2ndg,False,train
17473,5hjd,False,val
17474,6mil,False,train
17475,4tmp,False,train
17476,5hjb,False,train
17477,6mim,False,train
17478,5yyf,False,train
17479,2zsc,False,train
17480,3lkj,False,train
17481,3ud9,False,train
17482,3ud7,False,train
17483,3uda,False,train
17484,3ud8,False,train
17485,3vzg,False,train
17486,4rrg,False,train
17487,4rrf,False,train
17488,4ym4,False,train
17489,5d0c,False,train
17490,5y93,False,train
17491,5z1r,False,removed
17492,5cp5,False,train
17493,5z1s,False,removed
17494,5z1t,False,removed
17495,5y8z,False,val
17496,5y8w,False,train
17497,5cy9,False,train
17498,5y94,False,train
17499,5y8c,False,train
17500,5cqt,False,train
17501,5yqx,False,train
17502,5y8y,False,train
17503,5x4m,False,train
17504,6ew6,False,train
17505,5n1x,False,train
17506,5h7h,False,train
17507,5x4o,False,val
17508,5x4n,False,train
17509,5n20,False,train
17510,5x4p,False,train
17511,5x9o,False,train
17512,6ew7,False,train
17513,5n21,False,train
17514,5x9p,False,train
17515,5x4q,False,train
17516,5n1z,False,train
17517,5h7g,False,train
17518,5yyz,False,train
17519,6npm,False,test
17520,6npi,False,test
17521,6npp,False,test
17522,1oy7,False,train
17523,1oxn,False,train
17524,1oxq,False,train
17525,3f7g,False,train
17526,2z5t,False,train
17527,2z5s,False,train
17528,4n5t,False,train
17529,3k48,False,train
17530,6e6m,False,removed
17531,6e5t,False,removed
17532,6e5l,False,removed
17533,5ha1,False,train
17534,5hbs,False,train
17535,5hwu,False,train
17536,5hva,False,train
17537,5v84,False,train
17538,6ar2,False,train
17539,6da1,False,removed
17540,6dat,False,removed
17541,5fe6,False,train
17542,2rnw,False,train
17543,5fe7,False,train
17544,2rnx,False,train
17545,5lvr,False,train
17546,5lvq,False,train
17547,5fe9,False,train
17548,5mkx,False,val
17549,1jm4,False,train
17550,5fdz,False,train
17551,1wum,False,train
17552,6j3o,False,removed
17553,1wug,False,train
17554,2w87,False,train
17555,3u3f,False,val
17556,4xek,False,val
17557,3w9k,False,train
17558,6exj,False,train
17559,5ovp,False,train
17560,5ovc,False,train
17561,5izu,False,train
17562,5w4s,False,train
17563,3gpe,False,train
17564,1awi,False,train
17565,1ov3,False,train
17566,1kll,False,train
17567,2a4w,False,train
17568,2lko,False,train
17569,3qx8,False,removed
17570,3qx9,False,train
17571,4azp,False,train
17572,4l1u,False,train
17573,4lkt,False,train
17574,5ur9,False,train
17575,1b56,False,removed
17576,5hz5,False,train
17577,5vb9,False,train
17578,5n16,False,train
17579,5n17,False,train
17580,3cwk,False,train
17581,4i9s,False,removed
17582,2g78,False,val
17583,2g79,False,train
17584,4i9r,False,removed
17585,3cbs,False,train
17586,5ogb,False,train
17587,2cbs,False,train
17588,2fr3,False,train
17589,2lya,False,train
17590,2lyb,False,train
17591,4jmu,False,train
17592,3so6,False,train
17593,4j8t,False,train
17594,4j9a,False,train
17595,5ien,False,train
17596,5ieo,False,train
17597,5iep,False,train
17598,5mte,False,train
17599,5vm6,False,train
17600,2cbr,False,train
17601,1cbr,False,train
17602,2jg8,False,train
17603,4rra,False,train
17604,4rr6,False,train
17605,6g24,False,test
17606,6g27,False,test
17607,6g25,False,test
17608,6g2b,False,test
17609,6g29,False,test
17610,6g2c,False,test
17611,6g2e,False,test
17612,6g2f,False,test
17613,6g2o,False,test
17614,1nki,False,train
17615,1q5l,False,train
17616,1vyg,False,train
17617,1vyf,False,train
17618,3ew2,False,train
17619,4iur,False,train
17620,4iuu,False,train
17621,4iut,False,train
17622,4iuv,False,train
17623,5hz8,False,train
17624,2hmb,False,removed
17625,4tkb,False,train
17626,3wvm,False,train
17627,4tkh,False,train
17628,1hmt,False,train
17629,4tjz,False,train
17630,4tkj,False,train
17631,1hms,False,train
17632,1hmr,False,train
17633,5hz9,False,train
17634,5n49,False,train
17635,5ura,False,train
17636,1fdq,False,train
17637,1fe3,False,train
17638,5xvw,False,train
17639,5y53,False,train
17640,5y21,False,train
17641,2lkk,False,train
17642,6drg,False,train
17643,6gnm,False,train
17644,6gnp,False,train
17645,6gnw,False,train
17646,6gnr,False,train
17647,6goo,False,train
17648,6gon,False,train
17649,6j3p,False,removed
17650,5mlj,False,train
17651,1fwu,False,train
17652,1fwv,False,train
17653,1h1h,False,train
17654,2k4i,False,train
17655,2pem,False,train
17656,4z2o,False,train
17657,4z2p,False,train
17658,5if6,False,val
17659,6c4u,False,train
17660,1m48,False,train
17661,1pw6,False,train
17662,1py2,False,train
17663,1ws4,False,train
17664,1ws5,False,train
17665,1ugw,False,removed
17666,1ugy,False,train
17667,1uh1,False,train
17668,1ugx,False,train
17669,2e5y,False,train
17670,3gt9,False,train
17671,3gta,False,train
17672,3f7h,False,train
17673,2i3i,False,train
17674,3f7i,False,train
17675,2i3h,False,train
17676,3uw5,False,train
17677,2jnw,False,train
17678,3lm1,False,train
17679,4gkc,False,removed
17680,4eej,False,removed
17681,4efg,False,removed
17682,4ede,False,removed
17683,4ruu,False,removed
17684,6e5s,False,test
17685,6e7m,False,test
17686,4exz,False,removed
17687,4np9,False,train
17688,5iql,False,train
17689,5lyn,False,train
17690,1oj5,False,train
17691,3sk2,False,train
17692,3sm1,False,train
17693,4exh,False,train
17694,3slz,False,train
17695,3sm2,False,train
17696,3va4,False,train
17697,5ier,False,val
17698,5vl2,False,train
17699,1e3v,False,train
17700,1w6y,False,train
17701,5g2g,False,train
17702,1ogx,False,train
17703,5ai1,False,train
17704,1elr,False,train
17705,3fwv,False,train
17706,1hn4,False,train
17707,3qlm,True,removed
17708,1mai,False,train
17709,1ogd,False,train
17710,2mji,False,train
17711,3bl2,False,train
17712,4qt2,False,train
17713,4j4n,False,train
17714,4uy1,False,train
17715,5enc,False,train
17716,5eni,False,train
17717,5enj,False,train
17718,5enb,False,train
17719,5ene,False,train
17720,5enf,False,train
17721,5enh,False,train
17722,5ivn,False,train
17723,6bu0,False,removed
17724,6c3n,False,removed
17725,6cq1,False,removed
17726,3lbz,False,train
17727,6c3l,False,removed
17728,5mw6,False,train
17729,1r2b,False,train
17730,5mwd,False,train
17731,3bim,False,train
17732,5mw2,False,train
17733,2z3h,False,train
17734,1wn6,False,train
17735,2jgs,False,train
17736,2uyw,False,train
17737,5c0k,False,train
17738,5c7b,False,val
17739,5c7a,False,train
17740,5c3k,False,train
17741,3hl5,True,train
17742,2opy,True,train
17743,5c7d,False,train
17744,5c7c,False,train
17745,5c84,False,train
17746,1g3f,False,train
17747,3cm2,True,train
17748,3cm7,True,train
17749,3eyl,True,train
17750,3g76,True,train
17751,5c83,False,train
17752,2jk7,True,train
17753,4ec4,True,val
17754,1tfq,True,train
17755,1tft,True,train
17756,2vsl,True,train
17757,3mo8,False,train
17758,4qsw,False,train
17759,4qsx,False,train
17760,4qsu,False,train
17761,4qsv,False,train
17762,5a5o,False,train
17763,4tyl,False,train
17764,4tz8,False,train
17765,4tz2,False,train
17766,4tte,False,train
17767,4tu4,False,train
17768,5a5p,False,train
17769,6hdn,False,train
17770,4tt2,False,train
17771,5a5q,False,train
17772,6s56,False,test
17773,6s57,False,test
17774,5a81,False,train
17775,5a82,False,val
17776,5a5r,False,train
17777,6s55,False,test
17778,6hdo,False,train
17779,5a83,False,train
17780,5lj0,False,train
17781,5hwv,False,train
17782,5lsh,False,train
17783,4z46,False,train
17784,1at6,False,train
17785,1at5,False,train
17786,4hpi,False,train
17787,4tun,False,train
17788,4hp0,False,train
17789,1p28,False,train
17790,1ow4,False,train
17791,1puq,False,train
17792,1pus,False,train
17793,3a6t,False,train
17794,1ppx,False,train
17795,1pun,False,train
17796,2k2r,False,train
17797,2kpl,False,train
17798,2p0d,False,train
17799,2uyn,False,train
17800,4aoc,False,train
17801,4ibc,False,train
17802,4ibb,False,train
17803,4ibd,False,train
17804,4ibg,False,train
17805,4ibi,False,train
17806,4ibe,False,train
17807,4ibk,False,train
17808,4ibj,False,train
17809,4ibf,False,train
17810,4wk1,False,val
17811,4d3h,False,val
17812,5h5o,False,removed
17813,5km2,False,removed
17814,5km3,False,train
17815,5kma,False,removed
17816,5ipc,False,removed
17817,6n3x,False,removed
17818,5km0,False,train
17819,6n3y,False,removed
17820,6n3v,False,removed
17821,6n3w,False,removed
17822,5km1,False,removed
17823,5wa8,False,train
17824,5klz,False,train
17825,5i2f,False,train
17826,5i2e,False,train
17827,5wa9,False,train
17828,5kly,False,removed
17829,2a8g,False,train
17830,2a5b,False,train
17831,2a5c,False,val
17832,5chk,False,train
17833,4i60,False,train
17834,5hlm,False,removed
17835,4jhq,False,train
17836,1avd,False,train
17837,2avi,False,train
17838,1d4t,False,train
17839,1ka7,False,train
17840,1d4w,False,val
17841,1lfo,False,train
17842,1swg,False,train
17843,2pl9,False,train
17844,2pmc,False,train
17845,1u8t,False,train
17846,2m0v,False,train
17847,4eoy,False,train
17848,5l8o,False,train
17849,5l8n,False,val
17850,5vm0,False,train
17851,1uef,False,val
17852,2cht,False,train
17853,3f6h,False,train
17854,3f6g,False,train
17855,3r1v,False,train
17856,3u8d,True,train
17857,3u8h,True,train
17858,1db5,True,train
17859,1db4,True,train
17860,1j1a,True,train
17861,1kvo,True,train
17862,5g3n,True,train
17863,5m6f,False,train
17864,5m6h,False,train
17865,5m6m,False,val
17866,5oqw,False,train
17867,5y7w,False,train
17868,6d49,False,removed
17869,6d4a,False,removed
17870,6e5x,False,val
17871,6itp,False,removed
17872,6itq,False,removed
17873,6qtm,False,test
17874,6qsz,False,test
17875,6rr0,False,test
17876,1ewj,False,train
17877,1fao,False,train
17878,2auc,False,train
17879,2c1q,False,train
17880,2e27,False,train
17881,2m41,False,train
17882,2wp1,False,train
17883,4zzd,False,train
17884,3f8f,False,train
17885,3f8c,False,train
17886,3ihz,False,train
17887,4j4o,False,train
17888,4mgv,False,train
17889,3qxt,False,train
17890,3qxv,False,train
17891,3upv,False,train
17892,4bj8,False,train
17893,5ks7,False,val
17894,1joc,False,train
17895,1ogz,False,train
17896,2k62,False,train
17897,5oai,False,removed
17898,2mps,False,train
17899,4zgk,False,train
17900,4jv9,False,train
17901,3jzk,False,train
17902,4mdq,False,train
17903,4jv7,False,train
17904,3lbk,False,val
17905,5lav,False,train
17906,4jwr,False,train
17907,4mdn,False,train
17908,4zfi,False,train
17909,4zyc,False,train
17910,3tu1,False,train
17911,3lnj,False,train
17912,1rv1,False,train
17913,6i3s,False,train
17914,4jve,False,train
17915,1t4e,False,train
17916,5law,False,train
17917,4umn,False,train
17918,5j7g,False,train
17919,3w69,False,train
17920,5j7f,False,train
17921,3v3b,False,train
17922,3iwy,False,train
17923,5hmk,False,train
17924,3lbl,False,train
17925,3jzr,False,train
17926,5lay,False,train
17927,3vbg,False,val
17928,4dij,False,train
17929,3iux,False,val
17930,2lzg,False,train
17931,4hbm,False,train
17932,3vzv,False,train
17933,4ogv,False,train
17934,3jzs,False,train
17935,4oq3,False,train
17936,4zyi,False,train
17937,6q9h,False,removed
17938,5xxk,False,train
17939,4qo4,False,train
17940,2gv2,False,removed
17941,4ere,False,train
17942,5laz,False,train
17943,6q9l,False,removed
17944,6q9o,False,removed
17945,3eqs,False,train
17946,4zyf,False,train
17947,4occ,False,train
17948,5trf,False,train
17949,3lnz,False,train
17950,3tpx,False,train
17951,4erf,False,train
17952,4oba,False,train
17953,5vk0,False,val
17954,4qoc,False,train
17955,4oas,False,train
17956,6q96,False,removed
17957,4ode,False,val
17958,4odf,False,train
17959,4ogn,False,val
17960,4ogt,False,train
17961,6ggn,False,train
17962,4wt2,False,train
17963,2ygu,False,train
17964,3kd7,False,train
17965,2mwo,False,train
17966,2ig0,False,train
17967,3lgl,False,train
17968,2mwp,False,train
17969,4x34,False,train
17970,5el2,False,train
17971,3n7h,False,train
17972,4bcs,False,train
17973,4hy0,False,train
17974,1z6d,False,train
17975,3dxg,False,train
17976,1rnm,False,train
17977,3dxh,False,train
17978,2xoi,False,train
17979,4wyp,False,train
17980,3d8z,False,train
17981,3d8y,False,train
17982,2xog,False,val
17983,3d7b,False,train
17984,3d6p,False,train
17985,3d6q,False,train
17986,2g8r,False,train
17987,1rpf,False,train
17988,1o0n,False,train
17989,3d6o,False,train
17990,4wyz,False,train
17991,4rsk,False,train
17992,1z6s,False,train
17993,6rsa,False,train
17994,4g90,False,train
17995,2w5i,False,train
17996,4g8y,False,train
17997,1w4p,False,train
17998,3lxo,False,train
17999,1jn4,False,train
18000,1o0o,False,train
18001,1jvu,False,val
18002,1o0m,False,train
18003,6pvu,False,removed
18004,1w4o,False,train
18005,1w4q,False,train
18006,1o0f,False,train
18007,4g8v,False,train
18008,6pvv,False,removed
18009,1o0h,False,removed
18010,2w5g,False,train
18011,4o37,False,train
18012,1afl,False,train
18013,6pvw,False,removed
18014,4o36,False,train
18015,1j80,False,train
18016,1afk,False,removed
18017,1j81,False,train
18018,6pvx,False,removed
18019,1qhc,False,train
18020,1j7z,False,train
18021,1u1b,False,val
18022,5gmv,False,train
18023,2n9x,False,train
18024,5oh9,False,val
18025,5oh3,False,train
18026,5oh2,False,val
18027,6r1a,False,removed
18028,5oh7,False,train
18029,6r1x,False,removed
18030,6r0s,False,removed
18031,6r0u,False,removed
18032,6r12,False,removed
18033,5oh1,False,train
18034,5oh4,False,train
18035,6r13,False,removed
18036,5oha,False,train
18037,6r1c,False,removed
18038,6r11,False,removed
18039,6r18,False,removed
18040,6r0v,False,removed
18041,6r1k,False,removed
18042,6r1w,False,removed
18043,6r1d,False,removed
18044,6ar4,False,train
18045,6bjo,False,train
18046,2krd,False,train
18047,6mv3,False,train
18048,2l1r,False,train
18049,1mxl,False,train
18050,2kfx,False,train
18051,1lxf,False,train
18052,5w88,False,train
18053,5wcl,False,train
18054,1bai,False,train
18055,1i8i,False,train
18056,1jd5,False,train
18057,1jd6,False,val
18058,3djx,False,removed
18059,3djq,False,train
18060,1n3z,False,train
18061,3djp,False,train
18062,3djo,False,train
18063,3djv,False,train
18064,3zhf,False,train
18065,2ymt,False,train
18066,4e3b,False,train
18067,3diw,False,train
18068,4jkw,False,val
18069,4k55,False,train
18070,5d75,False,val
18071,1pbk,False,train
18072,5ii2,False,train
18073,5hrx,False,train
18074,5hrv,False,train
18075,5hrw,False,train
18076,5ii1,False,train
18077,5fh6,False,train
18078,5fh8,False,train
18079,5fh7,False,train
18080,5hda,False,train
18081,1fyr,False,train
18082,1bmb,False,train
18083,3mxy,False,train
18084,3mxc,False,train
18085,1tze,False,train
18086,1bm2,False,train
18087,1zfp,False,train
18088,1x0n,False,train
18089,1jyq,False,train
18090,1cj1,False,train
18091,3t0w,False,train
18092,3t0x,False,train
18093,3td4,False,train
18094,4luv,False,train
18095,4lw1,False,train
18096,4luo,False,train
18097,4ijl,False,train
18098,4ijh,False,train
18099,5eay,False,train
18100,4luz,False,train
18101,4r4q,False,train
18102,4r4c,False,train
18103,4r4o,False,train
18104,5e7n,False,train
18105,4r4t,False,train
18106,4r4i,False,train
18107,4lwc,False,train
18108,4o0a,False,train
18109,4nb3,False,train
18110,4yyi,False,train
18111,4yy6,False,train
18112,5f2p,False,train
18113,5i40,False,train
18114,5f25,False,train
18115,5mky,False,train
18116,6bqa,False,train
18117,4z6h,False,train
18118,4z6i,False,train
18119,4xy8,False,train
18120,4uit,False,train
18121,5i7y,False,removed
18122,5i7x,False,train
18123,4uiw,False,train
18124,5igm,False,train
18125,5f1l,False,train
18126,4uiv,False,train
18127,5eu1,False,train
18128,5f1h,False,train
18129,4uiu,False,train
18130,5ovv,False,train
18131,5tpx,False,train
18132,5wzw,False,train
18133,5wzs,False,train
18134,5wzt,False,train
18135,5wzv,False,val
18136,5wzu,False,train
18137,6haz,False,removed
18138,6hoi,False,removed
18139,2l8j,False,train
18140,6hol,False,removed
18141,1flm,False,train
18142,6cbg,False,train
18143,3ijg,False,train
18144,5j7q,False,val
18145,1gcz,False,train
18146,2ooz,False,train
18147,1ljt,False,train
18148,6peg,False,removed
18149,6cbf,False,train
18150,3b9s,False,train
18151,6cb5,False,train
18152,4osf,False,train
18153,4k9g,False,train
18154,2ooh,False,train
18155,3wns,False,train
18156,3u18,False,train
18157,4wrb,False,train
18158,4wr8,False,train
18159,3wnt,False,train
18160,3wnr,False,train
18161,6cbh,False,train
18162,6b1k,False,train
18163,6b1c,False,train
18164,6b2c,False,train
18165,5hvs,False,train
18166,5hvt,False,train
18167,5j7p,False,train
18168,3l5r,False,train
18169,1j5i,False,train
18170,1o5p,False,train
18171,1jif,False,train
18172,1oay,False,train
18173,2lnw,False,train
18174,2qhd,True,train
18175,4eb9,False,val
18176,3oz1,False,val
18177,3t2w,False,train
18178,2vxj,False,train
18179,5mih,False,train
18180,3zyh,False,train
18181,2wyf,False,train
18182,1oko,False,removed
18183,4ljh,False,train
18184,3zyf,False,train
18185,4lk7,False,train
18186,4a6s,False,train
18187,4lk6,False,train
18188,4lkd,False,train
18189,4lkf,False,train
18190,4lke,False,train
18191,3zyb,False,train
18192,4yw7,False,train
18193,4yw6,False,train
18194,4ywa,False,train
18195,5d21,False,train
18196,5vfn,False,train
18197,5vfm,False,train
18198,5vfj,False,train
18199,6dik,False,train
18200,4yv5,False,train
18201,5lpk,False,train
18202,5lpm,False,val
18203,5nu5,False,train
18204,5odu,False,train
18205,5ofx,False,train
18206,5ofi,False,train
18207,6mtv,False,removed
18208,6mtu,False,removed
18209,6ms1,False,removed
18210,5vwk,False,train
18211,1sv3,True,train
18212,1kpm,True,train
18213,3h1x,False,train
18214,1fv0,True,train
18215,1jq8,True,train
18216,2b17,False,train
18217,1q7a,True,train
18218,4qgd,False,train
18219,4qf8,False,train
18220,4qer,False,train
18221,2arm,True,train
18222,4qem,False,train
18223,1jq9,True,val
18224,4qf7,False,train
18225,1rry,False,train
18226,1rs2,False,train
18227,1rsi,False,train
18228,1rrw,False,train
18229,1rri,False,train
18230,1rsd,False,train
18231,1rs4,False,train
18232,3lrh,False,train
18233,4gs9,False,train
18234,4ghi,False,train
18235,4xt2,False,train
18236,5tbm,False,train
18237,5ufp,False,train
18238,5var,False,train
18239,2gfa,False,train
18240,5d6y,False,train
18241,2qqs,False,train
18242,5twx,False,train
18243,5yun,False,train
18244,6ce2,False,train
18245,6q3q,False,train
18246,6hpg,False,train
18247,1ikt,False,train
18248,1ux7,False,train
18249,4xpj,False,train
18250,3pqz,False,train
18251,4x6s,False,train
18252,5d0j,False,train
18253,5eeq,False,train
18254,5u1q,False,train
18255,5eel,False,train
18256,5u06,False,train
18257,5tyi,False,train
18258,5o3r,False,train
18259,5o3q,False,train
18260,5xof,False,train
18261,5xo2,False,train
18262,6b27,False,train
